full_name,street1,street2,city,state,zip
"Decker Sports, LLC",25045 156th Circle,,Omaha,NE,68130
"Decker Sports, LLC",25045 156th Circle,,Omaha,NE,68130
Aracely's Decorations,2859 38th Avenue,,Columbus,NE,68601
Aracely's Decorations,2859 38th Avenue,,Columbus,NE,68601
"Kashay's Childcare Learning Center, LLC",4137 Grand Avenue,,Omaha,NE,68111
"Kashay's Childcare Learning Center, LLC",4137 Grand Avenue,,Omaha,NE,68111
"Kashay's Childcare Learning Center, LLC",4137 Grand Avenue,,Omaha,NE,68111
"Kashay's Childcare Learning Center, LLC",4137 Grand Avenue,,Omaha,NE,68111
"ILOVEME Enterprises, LLC","4439 Commercial Avenue, #3",,Omaha,NE,68111
"Business Seals Consulting Firm, LLC",7229 Edna Court,,La Vista,NE,68128
"Business Seals Consulting Firm, LLC",7229 Edna Court,,La Vista,NE,68128
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"Patty's Child Care Center, Inc.",1216 Royal Drive,,Papillion,NE,68046
"DAP Trucking, Inc.",4730 Seward Street,,Omaha,NE,68104
"DAP Trucking, Inc.",4730 Seward Street,,Omaha,NE,68104
"DAP Trucking, Inc.",4730 Seward Street,,Omaha,NE,68104
"DAP Trucking, Inc.",4730 Seward Street,,Omaha,NE,68104
"DAP Trucking, Inc.",4730 Seward Street,,Omaha,NE,68104
"Outlaw Garden Products, Inc.",410 South Meridian Avenue,,Cozad,NE,69130
"Signex, Inc.",20210 Roberts Street,,Omaha,NE,68022
"Signex, Inc.",20210 Roberts Street,,Omaha,NE,68022
"Escobedo Enterprises, Inc.",15619 W. Center Road,,Omaha,NE,68130
"Escobedo Enterprises, Inc.",15619 W. Center Road,,Omaha,NE,68130
"NETNT, LLC","15475 Ruggles Street, Suite 112 Street",,Omaha,NE,68116
"NETNT, LLC","15475 Ruggles Street, Suite 112 Street",,Omaha,NE,68116
"NETNT, LLC","15475 Ruggles Street, Suite 112 Street",,Omaha,NE,68116
"Ayalas Painting & Remodeling, LLC",511 Martha Street,,Omaha,NE,68108
"Ayalas Painting & Remodeling, LLC",511 Martha Street,,Omaha,NE,68108
Coyote Auto Sales,2304 11th Street,,Columbus,NE,68601
Coyote Auto Sales,2304 11th Street,,Columbus,NE,68601
"Select Roofing, LLC",4431 N. 60th Avenue,,Omaha,NE,68104
"Select Roofing, LLC",4431 N. 60th Avenue,,Omaha,NE,68104
"Select Roofing, LLC",4431 N. 60th Avenue,,Omaha,NE,68104
"BTA HOWE, LLC",2204 Pratt Avenue,,Bellevue,NE,68123
"BTA HOWE, LLC",2204 Pratt Avenue,,Bellevue,NE,68123
3 Girls & A Truck,15029 E. Plaza Lot#193 Plaza,,Omaha,NE,68137
3 Girls & A Truck,15029 E. Plaza Lot#193 Plaza,,Omaha,NE,68137
3 Girls & A Truck,15029 E. Plaza Lot#193 Plaza,,Omaha,NE,68137
Renkoski Vegetation Services,2730 El Rancho Road,,Sidney,NE,69162
Renkoski Vegetation Services,2730 El Rancho Road,,Sidney,NE,69162
Sandys Distribution LLC,1915 S. 13th Street,,Omaha,NE,68108
Sandys Distribution LLC,1915 S. 13th Street,,Omaha,NE,68108
Sandys Distribution LLC,1915 S. 13th Street,,Omaha,NE,68108
The Spotlight Comedy House,6669 Sorensen Parkway,,Omaha,NE,68152
The Spotlight Comedy House,6669 Sorensen Parkway,,Omaha,NE,68152
The Spotlight Comedy House,6669 Sorensen Parkway,,Omaha,NE,68152
The Spotlight Comedy House,6669 Sorensen Parkway,,Omaha,NE,68152
The Spotlight Comedy House,6669 Sorensen Parkway,,Omaha,NE,68152
Didact Electrical Corporation,523 N. 9th Street,,Plattsmourth,NE,68048
"Nest Space, LLC dba Nest Work",110 W. 24th Street,,Kearney,NE,68847
"Nest Space, LLC dba Nest Work",110 W. 24th Street,,Kearney,NE,68847
"Nest Space, LLC dba Nest Work",110 W. 24th Street,,Kearney,NE,68847
"MP Market, LLC",5921 Ames Avenue,,Omaha,NE,68104
"MP Market, LLC",5921 Ames Avenue,,Omaha,NE,68104
"MP Market, LLC",5921 Ames Avenue,,Omaha,NE,68104
"Children's Angel Childcare, LLC",11325 Davenport Street,,Omaha,NE,68154
"Children's Angel Childcare, LLC",11325 Davenport Street,,Omaha,NE,68154
4D Hospitality dba D&K Lanes,118 S. Main Street,,Plainview,NE,68769
"Nuna Grace Decor, LLC",8021 N. 150th Terrace,,Bennington,NE,68007
"M's Formal, LLC",1035 W. 21st Street,,South Sioux City,NE,68776
"M's Formal, LLC",1035 W. 21st Street,,South Sioux City,NE,68776
"GRE VENTURES, LLC",15650 W. Maple Road,,Omaha,NE,68116
"GRE VENTURES, LLC",15650 W. Maple Road,,Omaha,NE,68116
"GRE VENTURES, LLC",15650 W. Maple Road,,Omaha,NE,68116
"GRE VENTURES, LLC",15650 W. Maple Road,,Omaha,NE,68116
"H.H.E.R.S., LLC",1461 Lothrop Street,,Omaha,NE,68110
"H.H.E.R.S., LLC",1461 Lothrop Street,,Omaha,NE,68110
"H.H.E.R.S., LLC",1461 Lothrop Street,,Omaha,NE,68110
"H.H.E.R.S., LLC",1461 Lothrop Street,,Omaha,NE,68110
"H.H.E.R.S., LLC",1461 Lothrop Street,,Omaha,NE,68110
Vene Consulting LLC dba Vene Recreations,218 6th Street,,Columbus,NE,68601
Vene Consulting LLC dba Vene Recreations,218 6th Street,,Columbus,NE,68601
"Big G's Fillet, LLC",1840 North 16th Street,,Omaha,NE,68110
"CSC Tan, LLC",11905 Timberridge Drive,,Papillion,NE,68133
"CSC Tan, LLC",11905 Timberridge Drive,,Papillion,NE,68133
"CSC Tan, LLC",11905 Timberridge Drive,,Papillion,NE,68133
"MCLW Freight & Logistics Services, LLC",1299 Farnam Street,,Omaha,NE,68111
"MCLW Freight & Logistics Services, LLC",1299 Farnam Street,,Omaha,NE,68111
The 411 Restaurant and Lounge,411 W Norfolk Avenue,,Norfolk,NE,68701
The 411 Restaurant and Lounge,411 W Norfolk Avenue,,Norfolk,NE,68701
The 411 Restaurant and Lounge,411 W Norfolk Avenue,,Norfolk,NE,68701
Jacqueline Valdivia,3127 E. 25th Street,,Columbus,NE,68601
"EPS JUNE, CO., dba The Chocolate Bar",19123 Illinois Avenue,,Grand Island,NE,68801
"EPS JUNE, CO., dba The Chocolate Bar",19123 Illinois Avenue,,Grand Island,NE,68801
"D-Marie Hair Boutique, LLC",2118 N. 24th Street,,Omaha,NE,68110
"Brooke Boggs, LLC",5652 Bluff Center Road,,Shelton,NE,68876
"Brooke Boggs, LLC",5652 Bluff Center Road,,Shelton,NE,68876
"Little Dino's Childcare, LLC",5214 South 21st Street,,Omaha,NE,68107
"Little Dino's Childcare, LLC",5214 South 21st Street,,Omaha,NE,68107
"SK Masch, LLC dba Gambino's",2822 3rd Avenue,,Kearny,NE,68845
"SK Masch, LLC dba Gambino's",2822 3rd Avenue,,Kearny,NE,68845
"SK Masch, LLC dba Gambino's",2822 3rd Avenue,,Kearny,NE,68845
IBeaute LLC,6572 Maple St,,Omaha,NE,68104
IBeaute LLC,6572 Maple St,,Omaha,NE,68104
IBeaute LLC,6572 Maple St,,Omaha,NE,68104
"Kitoko Golden Life, LLC","4155 N. 145th Plaza, Apt. 306",,Omaha,NE,68116
A Better Choice Landscape,2921 N. 56th Street,,Omaha,NE,68104
Kids Express dba Loving Hands of the Heartland,13030 W. Dodge Road,,Omaha,NE,68113
Kids Express dba Loving Hands of the Heartland,13030 W. Dodge Road,,Omaha,NE,68113
Rustic Milling & Craft LLC,608 E. Monroe Street,,Cozad,NE,69130
Rustic Milling & Craft LLC,608 E. Monroe Street,,Cozad,NE,69130
"Omaha Virtual Reality Parties, LLC",2814 N. 60th Street,,Omaha,NE,68104
"Omaha Virtual Reality Parties, LLC",2814 N. 60th Street,,Omaha,NE,68104
Ploughshare Brewing Co,,,,,
"FABB's Small Engine, LLC",308 Madison Street,,Waterloo,NE,68069
"FABB's Small Engine, LLC",308 Madison Street,,Waterloo,NE,68069
Bridgett Lavene Consulting,7017 46th Avenue,,Kearney,NE,68845
"Normal Roasting Company, LLC",219 Grand Avenue,,Burwell,NE,68823
"Normal Roasting Company, LLC",219 Grand Avenue,,Burwell,NE,68823
"Normal Roasting Company, LLC",219 Grand Avenue,,Burwell,NE,68823
"Normal Roasting Company, LLC",219 Grand Avenue,,Burwell,NE,68823
"Normal Roasting Company, LLC",219 Grand Avenue,,Burwell,NE,68823
"Spotanski Construction, LLC",42375 764 Road,,Cozad,NE,69130
"Spotanski Construction, LLC",42375 764 Road,,Cozad,NE,69130
"Spotanski Construction, LLC",42375 764 Road,,Cozad,NE,69130
"Ay Spivey, LLC DBA Best Burger",2112 N 30th St,,Omaha,NE,68111
"Ay Spivey, LLC DBA Best Burger",2112 N 30th St,,Omaha,NE,68111
Edge of the Universe,2734 N. 45th Avenue,,Omaha,NE,68104
Edge of the Universe,2734 N. 45th Avenue,,Omaha,NE,68104
Okra African Grill,8009 N. 159th Avenue,,Bennington,NE,68007
Okra African Grill,8009 N. 159th Avenue,,Bennington,NE,68007
Okra African Grill,8009 N. 159th Avenue,,Bennington,NE,68007
"RCO, Inc. - Royal Construction",5083 S. 106 Avenue,,Omaha,NE,68137
"RCO, Inc. - Royal Construction",5083 S. 106 Avenue,,Omaha,NE,68137
"RCO, Inc. - Royal Construction",5083 S. 106 Avenue,,Omaha,NE,68137
"RCO, Inc. - Royal Construction",5083 S. 106 Avenue,,Omaha,NE,68137
"RCO, Inc. - Royal Construction",5083 S. 106 Avenue,,Omaha,NE,68137
"Looks by Tania, LLC",501 S. Hamilton Street,,Madison,NE,68748
World System Builder,600 4th Street,,Sioux City,IA,51105
"SBRSW, LLC",520 S. Adams Street,,Grand Island,NE,68801
"BnD Trading, LLC",2223 Dodge Street,,Omaha,NE,68102
Salt Creek Mercantile,1502 Silver Street,,Ashland,NE,68003
"Vetick Construction, Inc.",1850 77 Highway,,Lyons,NE,68038
"High Plains Merchant Group, LLC",201 Diamond Springs Trail,,Ogallala,NE,69153
"High Plains Merchant Group, LLC",201 Diamond Springs Trail,,Ogallala,NE,69153
"High Plains Merchant Group, LLC",201 Diamond Springs Trail,,Ogallala,NE,69153
"MKSE Norgard, LLC",824 10th Avenue,,Sidney,NE,68162
"OC Body Shaper, Inc.",5224 Pratt Street,,Omaha,NE,68104
"OC Body Shaper, Inc.",5224 Pratt Street,,Omaha,NE,68104
"OC Body Shaper, Inc.",5224 Pratt Street,,Omaha,NE,68104
"OC Body Shaper, Inc.",5224 Pratt Street,,Omaha,NE,68104
"Closing Inspections, LLC",2325 E. 103rd Street,,Kearney,NE,68847
"Stewart's Logistics, LLC",6526 N. 40th Street,,Omaha,NE,68112
Upper Room Brewery,3911 1st ave,,Kearney,NE,68847
Upper Room Brewery,3911 1st ave,,Kearney,NE,68847
"Polished Vibes, LLC",3312 Lake Street,,Omaha,NE,68134
Taqueria Mary,1120 G Avenue,,Kearney,NE,68847
A&A Contractors,3512 Maplewood Blvd,,Omaha,NE,68134
A&A Contractors,3512 Maplewood Blvd,,Omaha,NE,68134
A&A Contractors,3512 Maplewood Blvd,,Omaha,NE,68134
A1 Productions,711 N. 91st plz apt 312 Plaza,,Omaha,NE,68114
"Day and Rod Transportation, LLC",503 W. 13th Street,,Grand Island,NE,68801
Gibbons Electric,503 Main Street,,Ansley,NE,68814
Gibbons Electric,503 Main Street,,Ansley,NE,68814
Gibbons Electric,503 Main Street,,Ansley,NE,68814
Gibbons Electric,503 Main Street,,Ansley,NE,68814
"KTM Trucking, LLC",830 Park Avenue,,Polk,NE,68902
"Island Trucking, LLC",411 S. Broadwell Ave,,Grand Island,NE,68803
"Island Trucking, LLC",411 S. Broadwell Ave,,Grand Island,NE,68803
Alego Logistics,4218 N. 146th Plaza,,Omaha,NE,68116
Alego Logistics,4218 N. 146th Plaza,,Omaha,NE,68116
Grrrowth Agency LLC,1303 Galvin Rd S Road,,Bellevue,NE,68005
Less The Agency,7520 N. 106th Avenue,,Omaha,NE,68122
Ramsey's Grocery Locker,2000 W. Ohio Street,,Lenox,IA,50851
"Premier Sports Village, L.L.C..",70010 N. 153rd Street,,Bennington,NE,68007
"Premier Sports Village, L.L.C..",70010 N. 153rd Street,,Bennington,NE,68007
Flawless Franchise,606 S. 130th Street,,Omaha,NE,68154
Rooted Plant Company LLC,2624 Avenue D Avenue,,Kearney,NE,68847
GCH Gritterz Construction Hauling LLC,4912 Jaynes Street,,Omaha,NE,68104
GCH Gritterz Construction Hauling LLC,4912 Jaynes Street,,Omaha,NE,68104
GCH Gritterz Construction Hauling LLC,4912 Jaynes Street,,Omaha,NE,68104
GCH Gritterz Construction Hauling LLC,4912 Jaynes Street,,Omaha,NE,68104
Best Impressions LLC dba Perfect Image Window Cleaning,2929 Leawood Dr,,Bellevue,NE,68123
Best Impressions LLC dba Perfect Image Window Cleaning,2929 Leawood Dr,,Bellevue,NE,68123
Sage Hill Vineyard LLC,70993 Rock Creek Road,,Parks,NE,69041
"Status, LLC",1917 South 67th Street,,Omaha,NE,68106
"Status, LLC",1917 South 67th Street,,Omaha,NE,68106
"Status, LLC",1917 South 67th Street,,Omaha,NE,68106
Ital Vital Living LLC,1801 Spencer Street,,Omaha,NE,68110
Ital Vital Living LLC,1801 Spencer Street,,Omaha,NE,68110
The Occasional Collective LLC,34174 Pioneer Trail,,Macedonia,IA,51549
Crown Trophy & Awards of Omaha,3040 N. 90th Street,,Omaha,NE,68134
Crown Trophy & Awards of Omaha,3040 N. 90th Street,,Omaha,NE,68134
Valor General Store,800 Box Butte Avenue,,Hemingford,NE,69348
Valor General Store,800 Box Butte Avenue,,Hemingford,NE,69348
Valor General Store,800 Box Butte Avenue,,Hemingford,NE,69348
MYCORPER INC dba Red Mango,13110 Birch Drive,,Omaha,NE,68164
MYCORPER INC dba Red Mango,13110 Birch Drive,,Omaha,NE,68164
MYCORPER INC dba Red Mango,13110 Birch Drive,,Omaha,NE,68164
MYCORPER INC dba Red Mango,13110 Birch Drive,,Omaha,NE,68164
Mixins Ice Cream 2,1405 Jackson Street,,Omaha,NE,68124
Mixins Ice Cream 2,1405 Jackson Street,,Omaha,NE,68124
Mixins Ice Cream 2,1405 Jackson Street,,Omaha,NE,68124
Mixins Ice Cream 2,1405 Jackson Street,,Omaha,NE,68124
"N37 Insurance Services, LLC",6872 South 182nd Court,,Omaha,NE,68135
"N37 Insurance Services, LLC",6872 South 182nd Court,,Omaha,NE,68135
"N37 Insurance Services, LLC",6872 South 182nd Court,,Omaha,NE,68135
"N37 Insurance Services, LLC",6872 South 182nd Court,,Omaha,NE,68135
"N37 Insurance Services, LLC",6872 South 182nd Court,,Omaha,NE,68135
Deluna Distribuitors LLC,4701 Pierce DR,,Lincoln,NE,68504
Deluna Distribuitors LLC,4701 Pierce DR,,Lincoln,NE,68504
Midwest Cycle and ATV,114 S. Elm,,North Platte,NE,69101
Midwest Cycle and ATV,114 S. Elm,,North Platte,NE,69101
Midwest Cycle and ATV,114 S. Elm,,North Platte,NE,69101
Immanuel Insurance,8812 Lake Street,,Omaha,NE,68134
"Home Team Auto Sales, LLC",6005 Sorensen Parkway,,Omaha,NE,68152
"Home Team Auto Sales, LLC",6005 Sorensen Parkway,,Omaha,NE,68152
"Home Team Auto Sales, LLC",6005 Sorensen Parkway,,Omaha,NE,68152
"Home Team Auto Sales, LLC",6005 Sorensen Parkway,,Omaha,NE,68152
"El Viejon, LLC",511 Martha Street,,Omaha,NE,68108
"El Viejon, LLC",511 Martha Street,,Omaha,NE,68108
Nutt Family Country Market,21030 Imperial Rd,,Ravenna,NE,68869
Nutt Family Country Market,21030 Imperial Rd,,Ravenna,NE,68869
"J J Orion Transport, LLC",3512 MAPLEWOOD Blvd,,Omaha,NE,68134
Roberto Lopez Fernandez,240 N Custer Ave,,Grand Island,NE,68803
Roberto Lopez Fernandez,240 N Custer Ave,,Grand Island,NE,68803
Roberto Lopez Fernandez,240 N Custer Ave,,Grand Island,NE,68803
Roberto Lopez Fernandez,240 N Custer Ave,,Grand Island,NE,68803
"EGM, Inc",32005 Pawnee Road,,Valley,NE,68064
"Darnell Clark Trucking, LLC",7428 N. 77th Terrace,,Omaha,NE,68122
"Darnell Clark Trucking, LLC",7428 N. 77th Terrace,,Omaha,NE,68122
"Groom and Board, LLC",41783 6 & 34 Highway,,Holbrook,NE,68948
"Groom and Board, LLC",41783 6 & 34 Highway,,Holbrook,NE,68948
"Lion's Gate Security Solutions, Inc",5437 N. 103rd Street,,Omaha,NE,68134
"Lion's Gate Security Solutions, Inc",5437 N. 103rd Street,,Omaha,NE,68134
El Chinchorro Boricua,1302 Wilroy Rd,,Bellevue,NE,68005
Toximiche Michelada Mix Inc,3707 T St,,Omaha,NE,68107
Independence Cleaning Floors More,21305 McClellan Circle,,Gretna,NE,68028
Independence Cleaning Floors More,21305 McClellan Circle,,Gretna,NE,68028
Independence Cleaning Floors More,21305 McClellan Circle,,Gretna,NE,68028
Independence Cleaning Floors More,21305 McClellan Circle,,Gretna,NE,68028
"Sandhills Honey Bottling Co., LLC",305 S. Baxtter street,,Anselmo,NE,68813
"Sandhills Honey Bottling Co., LLC",305 S. Baxtter street,,Anselmo,NE,68813
"Sandhills Honey Bottling Co., LLC",305 S. Baxtter street,,Anselmo,NE,68813
"Sandhills Honey Bottling Co., LLC",305 S. Baxtter street,,Anselmo,NE,68813
"Sandhills Honey Bottling Co., LLC",305 S. Baxtter street,,Anselmo,NE,68813
"Grant Trucking and Equipment, Inc",13254 South 38th Street,,Bellevue,NE,68123
"Grant Trucking and Equipment, Inc",13254 South 38th Street,,Bellevue,NE,68123
"KHD Transport, LLC",401 Meadow Star Lane,,Adams,NE,68301
"KHD Transport, LLC",401 Meadow Star Lane,,Adams,NE,68301
"KHD Transport, LLC",401 Meadow Star Lane,,Adams,NE,68301
Medium Voltage Services LLC,51021 195 Street,,Council Bluffs,IA,51503
Medium Voltage Services LLC,51021 195 Street,,Council Bluffs,IA,51503
"Ynotony, LLC",905 Castelar Street,,Omaha,NE,68108
"Ynotony, LLC",905 Castelar Street,,Omaha,NE,68108
"Ynotony, LLC",905 Castelar Street,,Omaha,NE,68108
"Heir To Heir, LLC",7403 Ames Circle,,Omaha,NE,68134
"Shanno Trucking, Inc",212 E. Welch St,,Crescent,IA,51526
"Shanno Trucking, Inc",212 E. Welch St,,Crescent,IA,51526
"Shanno Trucking, Inc",212 E. Welch St,,Crescent,IA,51526
"The Pink Store, LLC",PO Box 575,,Elkorn,NE,68022
"Naad Naturals, LLC",1000 S. Main Street Apt 302,,Council Bluffs,IA,50153
"Naad Naturals, LLC",1000 S. Main Street Apt 302,,Council Bluffs,IA,50153
"Chief Investments, LLC",5634 South 85th Circle,,Omaha,NE,68127
"Game Repair Shop, LLC",2416 S. 120th Street,,Omaha,NE,68144
"Game Repair Shop, LLC",2416 S. 120th Street,,Omaha,NE,68144
"Game Repair Shop, LLC",2416 S. 120th Street,,Omaha,NE,68144
"Game Repair Shop, LLC",2416 S. 120th Street,,Omaha,NE,68144
"Game Repair Shop, LLC",2416 S. 120th Street,,Omaha,NE,68144
"Game Repair Shop, LLC",2416 S. 120th Street,,Omaha,NE,68144
"NEF Impact Equity Fund, LLC",5425 N. 103 Street,,Omaha,NE,68134
Lawn Rangers,15183 Mill Ridge Ln,,CouncilBluffs,IA,51503
Lawn Rangers,15183 Mill Ridge Ln,,CouncilBluffs,IA,51503
Lawn Rangers,15183 Mill Ridge Ln,,CouncilBluffs,IA,51503
Rabfak Construction,3916 N. 109th Plaza,,Omaha,NE,68164
Rabfak Construction,3916 N. 109th Plaza,,Omaha,NE,68164
"Rea's Trucking, LLC",1308 N. 28th Street,,Council Bluffs,IA,51501
"3RYTRUCK, LLC",454 22nd Avenue,,Columbus,NE,68701
"All Freight Logistics, LLC",3307 Poppleton Avenue,,Omaha,NE,68105
City Tap House LLC,707 Central Avenue,,Nebraska City,NE,68410
Big Mama's Kitchen and Catering,3223 N. 45th Street,,Omaha,NE,68104
Big Mama's Kitchen and Catering,3223 N. 45th Street,,Omaha,NE,68104
Big Mama's Kitchen and Catering,3223 N. 45th Street,,Omaha,NE,68104
It's a Man's World Barbershop,318 South 72nd Street,,Omaha,NE,68114
It's a Man's World Barbershop,318 South 72nd Street,,Omaha,NE,68114
Explore the Evans Experience,5858 Wenninghoff Road Ste 3,,Omaha,NE,68122
Explore the Evans Experience,5858 Wenninghoff Road Ste 3,,Omaha,NE,68122
Explore the Evans Experience,5858 Wenninghoff Road Ste 3,,Omaha,NE,68122
"Las Villas Transport, LLC",1810 Blaine Street,,Grand Island,NE,68803
"Las Villas Transport, LLC",1810 Blaine Street,,Grand Island,NE,68803
"Alley Taco 402, LLC",6010 S. 34th Street,,Omaha,NE,68107
"Tayin Beauty Supply, LLC","1120 Southwest 27th Street, #203",,Lincoln,NE,68522
"DAVID SU CONTRATISTA IDEAL, LLC",916 S 32nd Street,,Coucinl Bluff,IA,51051
"Chyna Entertainment, LLC",1634 Westside Dr,,Plattsmouth,NE,68048
"Chyna Entertainment, LLC",1634 Westside Dr,,Plattsmouth,NE,68048
"Chyna Entertainment, LLC",1634 Westside Dr,,Plattsmouth,NE,68048
"Garret's Lawn Service, LLC",17821 JACOBS CIR,,Omaha,NE,68135
"Garret's Lawn Service, LLC",17821 JACOBS CIR,,Omaha,NE,68135
"Perdomo Trucking, LLC",2627 W. 1ST Street,,Grand Island,NE,68803
"Perdomo Trucking, LLC",2627 W. 1ST Street,,Grand Island,NE,68803
"The Rainbow of Happiness, LLC",1103 Bea Circle,,Bellevue,NE,68005
"The Rainbow of Happiness, LLC",1103 Bea Circle,,Bellevue,NE,68005
"The Rainbow of Happiness, LLC",1103 Bea Circle,,Bellevue,NE,68005
Burns Family LLC,2186 Parker Circle,,Omaha,NE,68110
"Wendok Sportswear, LLC",No Valid Address,,Omaha,NE,
Rivera Transportation LLC,2929 Castelar Street,,Omaha,NE,68105
Rivera Transportation LLC,2929 Castelar Street,,Omaha,NE,68105
"FWCH, LLC",7328 N. 85TH Street,,Omaha,NE,68122
"Surf's Up Marine, LLC",909 N. 83 hwy,,McCook,NE,69001
"Surf's Up Marine, LLC",909 N. 83 hwy,,McCook,NE,69001
"Ol Hendawg Trucking, LLC",4149 N. 61st Street,,Omaha,NE,68104
"JM Delivery Services, LLC",1026 North 33rd Street,,Omaha,NE,68131
"JM Delivery Services, LLC",1026 North 33rd Street,,Omaha,NE,68131
"JM Delivery Services, LLC",1026 North 33rd Street,,Omaha,NE,68131
"JM Delivery Services, LLC",1026 North 33rd Street,,Omaha,NE,68131
"JM Delivery Services, LLC",1026 North 33rd Street,,Omaha,NE,68131
"Kribe Distributors, LLC",1206 S. 4th Street,,Norfolk,NE,68701
"Kribe Distributors, LLC",1206 S. 4th Street,,Norfolk,NE,68701
"Macias Landscaping,LLC",3220 Seward Street,,Omaha,NE,68111
"Viva Fit Kitchen, LLC",1001 S 6th Street,,Council Bluffs,IA,51501
Heavi Hitters,5314 N. 45th Street,,Omaha,NE,68104
Heavi Hitters,5314 N. 45th Street,,Omaha,NE,68104
"Love 2 Build, LLC",3708 Garfield Street,,Lincoln,NE,68506
"Honey N Luv Gluten Free Bakery, LLC",2004 N. 98TH Avenue,,Omaha,NE,68134
Will's Insurance Agency,1235 Toluca Av,,Alliance,NE,69301
"Popup - Brownie Bar, LLC",1217 Leavenworth Street,,Omaha,NE,68102
"Popup - Brownie Bar, LLC",1217 Leavenworth Street,,Omaha,NE,68102
"Popup - Brownie Bar, LLC",1217 Leavenworth Street,,Omaha,NE,68102
"SRZ Logistics, LLC",1408 Dorcas St,,Omaha,NE,68108
Jet Clean Inc,1910 Southwest 10th Street,,Lincoln,NE,68522
"The Rainbow of Happiness, LLC",1103 Bea Circle,,Bellevue,NE,68005
"BBQ Brothers, LLC",1000 S Main St,,Council Bluffs,IA,51503
"BBQ Brothers, LLC",1000 S Main St,,Council Bluffs,IA,51503
"BBQ Brothers, LLC",1000 S Main St,,Council Bluffs,IA,51503
"Next Vizion, LLC",6506 S. 107th,,Omaha,NE,68127
The Heart's Desire,743 West 2nd Street,,Hastings,NE,68901
"Drewop's Trucking, LLC",6725 S. 81ST Street,,OMAHA,NE,68127
"YOUR FORTE, LLC","415 Chestnut Street, Atlantic, IA, USA",,ATLANTIC,IA,50022
"KJP Trucking, LLC",3714 Seward Street,,Omaha,NE,68111
"KJP Trucking, LLC",3714 Seward Street,,Omaha,NE,68111
MARISCOS EL CULICHI LLC,2229 Leavenworth Street,,Omaha,NE,68102
BRICKROAD'S GRILLE AND DISTILLERY LLC,214 North Green Street,,Clarks,NE,68628
"MLG2, LLC",4151 N 62nd St,,Omaha,NE,68104
"Easy as 12V, LLC",428 Bryan St,,Gretna,NE,68028
"Mighty Tidy, LLC",310 East ST,,Alma,NE,68920
Cuban Express,3763 West Capital Avenue,apt 221,Grand Island,NE,68803
Chi-Town Sandwiches LLC,PO Box 65,,Harrisburg,SD,57032
"Embracing Heart Supportive Services, LLC",11069 I Street,,Omaha,NE,68137
"JM Delivery Services, LLC",1026 North 33rd Street,,Omaha,NE,68131
Memo's Hardscapes & Landscaping LLC,3551 South 121st Avenue,,Omaha,NE,68144
Legacy Map LLC dba Board and Brush,6016 Maple Street,,Omaha,NE,68104
"JT&T Trucking, LLC",13830 N. 78th Street,,Omaha,NE,68122
Will's Insurance Agency,1235 Toluca Av,,Alliance,NE,69301
Utra's Caribbean Food LLC,1304 West Arlington Avenue,,Lincoln,NE,68522
Alego Logistics,4218 N. 146th Plaza,,Omaha,NE,68116
"MLG2, LLC",4151 N 62nd St,,Omaha,NE,68104
Chi-Town Sandwiches LLC,PO Box 65,,Harrisburg,SD,57032
"L.A. Antojitos, LLC",901 S. 9th Street,,Norfolk,NE,68701
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
"Elite Auto Center, LLC dba Creative Venture Enterp",1209 Fort Crook Road South,,Bellevue,NE,68005
"Elegant Edge Events, LLC",5360 South 174th Avenue,,Omaha,NE,68135
"Outlaw Garden Products, Inc.",410 South Meridian Avenue,,Cozad,NE,69130
"Signex, Inc.",20210 Roberts Street,,Omaha,NE,68022
"Premier Sports Village, L.L.C..",70010 N. 153rd Street,,Bennington,NE,68007
"Status, LLC",1917 South 67th Street,,Omaha,NE,68106
"El Viejon, LLC",511 Martha Street,,Omaha,NE,68108
"Grant Trucking and Equipment, Inc",13254 South 38th Street,,Bellevue,NE,68123
"Shanno Trucking, Inc",212 E. Welch St,,Crescent,IA,51526
"Tayin Beauty Supply, LLC","1120 Southwest 27th Street, #203",,Lincoln,NE,68522
TEST ACCOUNT,,,,,
